2026-02-17T18:11:23.275-05:00  INFO 676 --- [SIA] [restartedMain] com.example.SIA.SiaApplication           : Starting SiaApplication using Java 21.0.10 with PID 676 (C:\SIA1 - copia - M-A-I-A\target\classes started by ACER in C:\SIA1 - copia - M-A-I-A)
2026-02-17T18:11:23.293-05:00 DEBUG 676 --- [SIA] [restartedMain] com.example.SIA.SiaApplication           : Running with Spring Boot v3.3.4, Spring v6.1.13
2026-02-17T18:31:31.440-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.security.config.annotation.web.configuration.HttpSecurityConfiguration'
2026-02-17T18:31:31.444-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcContentNegotiationManager'
2026-02-17T18:31:31.445-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2026-02-17T18:31:31.447-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
2026-02-17T18:31:31.456-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2026-02-17T18:31:31.457-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
2026-02-17T18:31:31.457-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@7dc5079b'
2026-02-17T18:31:31.462-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.security.config.annotation.web.configuration.WebMvcSecurityConfiguration'
2026-02-17T18:31:31.463-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter'
2026-02-17T18:31:31.465-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
2026-02-17T18:31:31.466-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2026-02-17T18:31:31.466-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@7dc5079b'
2026-02-17T18:31:31.470-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'openEntityManagerInViewInterceptorConfigurer'
2026-02-17T18:31:31.471-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration'
2026-02-17T18:31:31.473-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration' via constructor to bean named 'spring.jpa-org.springframework.boot.autoconfigure.orm.jpa.JpaProperties'
2026-02-17T18:31:31.475-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'openEntityManagerInViewInterceptor'
2026-02-17T18:31:31.476-05:00  WARN 676 --- [SIA] [restartedMain] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-02-17T18:31:31.477-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'openEntityManagerInViewInterceptorConfigurer' via factory method to bean named 'openEntityManagerInViewInterceptor'
2026-02-17T18:31:31.479-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.data.web.config.SpringDataWebConfiguration'
2026-02-17T18:31:31.479-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.data.web.config.SpringDataWebConfiguration' via constructor to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5bc10e07'
2026-02-17T18:31:31.492-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'inMemoryUserDetailsManager'
2026-02-17T18:31:31.492-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration'
2026-02-17T18:31:31.494-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'inMemoryUserDetailsManager' via factory method to bean named 'spring.security-org.springframework.boot.autoconfigure.security.SecurityProperties'
2026-02-17T18:31:31.495-05:00  WARN 676 --- [SIA] [restartedMain] .s.s.UserDetailsServiceAutoConfiguration : 

Using generated security password: d163349a-b7a6-4eb2-8c99-d0127e549801

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-02-17T18:31:31.497-05:00  INFO 676 --- [SIA] [restartedMain] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-02-17T18:31:31.508-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcHandlerMappingIntrospectorRequestTransformer'
2026-02-17T18:31:31.509-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcHandlerMappingIntrospector'
2026-02-17T18:31:31.511-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'webSocketHandlerMapping'
2026-02-17T18:31:31.511-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.web.socket.config.annotation.DelegatingWebSocketConfiguration'
2026-02-17T18:31:31.515-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultSockJsSchedulerContainer'
2026-02-17T18:31:31.517-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'chatHandler'
2026-02-17T18:31:31.520-05:00  WARN 676 --- [SIA] [restartedMain] o.s.w.c.s.SpringBeanAutowiringSupport    : Current WebApplicationContext is not available for processing of ChatWebSocketHandler: Make sure this class gets constructed in a Spring web application after the Spring WebApplicationContext has been initialized. Proceeding without injection.
2026-02-17T18:31:31.522-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.beans.CachedIntrospectionResults     : Not strongly caching class [com.example.SIA.websocket.ChatWebSocketHandler] because it is not cache-safe
2026-02-17T18:31:31.525-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'webSocketHandlerMapping' via factory method to bean named 'defaultSockJsSchedulerContainer'
2026-02-17T18:31:31.525-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.w.s.s.s.WebSocketHandlerMapping      : Patterns [/chat/{ficha}/{instructorId}, /chat/{ficha}] in 'webSocketHandlerMapping'
2026-02-17T18:31:31.534-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'welcomePageHandlerMapping'
2026-02-17T18:31:31.536-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcConversionService'
2026-02-17T18:31:31.542-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcResourceUrlProvider'
2026-02-17T18:31:31.544-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageHandlerMapping' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5bc10e07'
2026-02-17T18:31:31.545-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageHandlerMapping' via factory method to bean named 'mvcConversionService'
2026-02-17T18:31:31.545-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2026-02-17T18:31:31.550-05:00  INFO 676 --- [SIA] [restartedMain] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page template: index
2026-02-17T18:31:31.555-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'welcomePageNotAcceptableHandlerMapping'
2026-02-17T18:31:31.556-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageNotAcceptableHandlerMapping' via factory method to bean named 'org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5bc10e07'
2026-02-17T18:31:31.557-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageNotAcceptableHandlerMapping' via factory method to bean named 'mvcConversionService'
2026-02-17T18:31:31.557-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageNotAcceptableHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2026-02-17T18:31:31.564-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'requestMappingHandlerMapping'
2026-02-17T18:31:31.567-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcContentNegotiationManager'
2026-02-17T18:31:31.567-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcConversionService'
2026-02-17T18:31:31.568-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2026-02-17T18:31:31.629-05:00 DEBUG 676 --- [SIA] [restartedMain] s.w.s.m.m.a.RequestMappingHandlerMapping : 61 mappings in 'requestMappingHandlerMapping'
2026-02-17T18:31:31.637-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'viewControllerHandlerMapping'
2026-02-17T18:31:31.638-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'viewControllerHandlerMapping' via factory method to bean named 'mvcConversionService'
2026-02-17T18:31:31.638-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'viewControllerHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2026-02-17T18:31:31.639-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'beanNameHandlerMapping'
2026-02-17T18:31:31.639-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'beanNameHandlerMapping' via factory method to bean named 'mvcConversionService'
2026-02-17T18:31:31.639-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'beanNameHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2026-02-17T18:31:31.639-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'routerFunctionMapping'
2026-02-17T18:31:31.639-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'routerFunctionMapping' via factory method to bean named 'mvcConversionService'
2026-02-17T18:31:31.648-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'routerFunctionMapping' via factory method to bean named 'mvcResourceUrlProvider'
2026-02-17T18:31:31.650-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'messageConverters'
2026-02-17T18:31:31.650-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration'
2026-02-17T18:31:31.652-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'stringHttpMessageConverter'
2026-02-17T18:31:31.652-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration'
2026-02-17T18:31:31.654-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'stringHttpMessageConverter' via factory method to bean named 'environment'
2026-02-17T18:31:31.659-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mappingJackson2HttpMessageConverter'
2026-02-17T18:31:31.660-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration'
2026-02-17T18:31:31.661-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jacksonObjectMapper'
2026-02-17T18:31:31.662-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration'
2026-02-17T18:31:31.663-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration'
2026-02-17T18:31:31.666-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'standardJacksonObjectMapperBuilderCustomizer'
2026-02-17T18:31:31.667-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration'
2026-02-17T18:31:31.668-05:00 DEBUG 676 --- [SIA] [restartedMain] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties'
